trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
552,False,"{'a': 0.003, 'e': 0.19147462225590384}",25,7,8.926889461060984,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
553,False,"{'a': 0.003, 'e': 0.19090105916394629}",20,0,-10.81279307543552,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
554,False,"{'a': 0.003, 'e': 0.19032921418280985}",20,0,-7.858775511968707,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
555,False,"{'a': 0.003, 'e': 0.18975908216588572}",20,6,-33.33309797380355,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
556,False,"{'a': 0.003, 'e': 0.18919065798198204}",20,5,-27.27664722859964,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
557,False,"{'a': 0.003, 'e': 0.1886239365152772}",25,11,0.31126203419397025,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
558,False,"{'a': 0.003, 'e': 0.18805891266527416}",20,7,1.8587351196766908,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
559,False,"{'a': 0.003, 'e': 0.18749558134675456}",20,5,8.572547357794237,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
560,False,"{'a': 0.003, 'e': 0.18693393748973264}",35,12,37.236188050018484,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.003, 'e': 0.18637397603940997}",20,0,-0.654883180266723,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
562,False,"{'a': 0.003, 'e': 0.18581569195612965}",25,3,32.57261240555974,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.003, 'e': 0.18525908021533122}",20,8,9.486099969370429,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
564,False,"{'a': 0.003, 'e': 0.1847041358075052}",30,0,32.24542109200552,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
565,False,"{'a': 0.003, 'e': 0.1841508537381482}",25,2,1.5785691456012592,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
566,False,"{'a': 0.003, 'e': 0.18359922902771786}",25,3,-14.62849828774867,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
567,False,"{'a': 0.003, 'e': 0.18304925671158812}",25,13,-0.24036285219116094,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
568,False,"{'a': 0.003, 'e': 0.1825009318400043}",25,5,32.914290635391396,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.003, 'e': 0.18195424947803895}",20,9,-2.702080185775074,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
570,False,"{'a': 0.003, 'e': 0.18140920470554706}",30,8,-85.61902029407034,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 2}",1
571,False,"{'a': 0.003, 'e': 0.1808657926171221}",25,16,7.902163426834956,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
572,False,"{'a': 0.003, 'e': 0.18032400832205148}",30,18,8.690617196786832,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
573,False,"{'a': 0.003, 'e': 0.17978384694427296}",20,0,19.852157033396832,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
574,False,"{'a': 0.003, 'e': 0.1792453036223305}",20,13,-28.88995375607832,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
575,False,"{'a': 0.003, 'e': 0.17870837350933053}",25,1,5.674327144719339,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
576,False,"{'a': 0.003, 'e': 0.1781730517728984}",20,0,-15.241809624864958,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
577,False,"{'a': 0.003, 'e': 0.17763933359513495}",30,23,12.69853965408433,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.003, 'e': 0.17710721417257289}",20,0,21.08258106368378,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
579,False,"{'a': 0.003, 'e': 0.17657668871613388}",25,18,13.166405456614363,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.003, 'e': 0.17604775245108517}",20,12,3.9507240204747056,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.003, 'e': 0.17552040061699686}",20,0,-45.443601529041466,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
582,False,"{'a': 0.003, 'e': 0.17499462846769887}",25,7,1.3244641809306112,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
583,False,"{'a': 0.003, 'e': 0.17447043127123832}",25,12,25.414753191036706,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.003, 'e': 0.17394780430983683}",25,14,10.823914367450481,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
585,False,"{'a': 0.003, 'e': 0.17342674287984836}",20,7,4.517230109545265,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
586,False,"{'a': 0.003, 'e': 0.17290724229171636}",20,5,2.961130278428791,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
587,False,"{'a': 0.003, 'e': 0.17238929786993218}",30,0,19.321402610255767,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
588,False,"{'a': 0.003, 'e': 0.1718729049529924}",20,14,12.441808552941328,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.003, 'e': 0.17135805889335737}",25,5,18.935240564031517,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
590,False,"{'a': 0.003, 'e': 0.170844755057409}",20,11,-21.39285113108683,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
591,False,"{'a': 0.003, 'e': 0.17033298882540943}",25,4,-1.0789553860795282,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
592,False,"{'a': 0.003, 'e': 0.16982275559145898}",25,16,7.433328189819594,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
593,False,"{'a': 0.003, 'e': 0.16931405076345518}",25,14,-12.482695707420897,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
594,False,"{'a': 0.003, 'e': 0.1688068697630511}",25,16,18.87462926287881,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.003, 'e': 0.16830120802561438}",25,15,20.63407251872469,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.003, 'e': 0.16779706100018585}",20,0,-26.25255175434256,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
597,False,"{'a': 0.003, 'e': 0.167294424149439}",25,16,18.804716242283007,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.003, 'e': 0.16679329294963874}",25,5,20.651474424689276,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
599,False,"{'a': 0.003, 'e': 0.16629366289060088}",25,0,-11.608241895122394,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
600,False,"{'a': 0.003, 'e': 0.16579552947565152}",20,9,-42.209621233863245,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
601,False,"{'a': 0.003, 'e': 0.16529888822158653}",25,14,0.6542040988755506,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
602,False,"{'a': 0.003, 'e': 0.16480373465863135}",20,2,-33.8869590318817,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
603,False,"{'a': 0.003, 'e': 0.16431006433040046}",25,20,10.484698086837295,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.003, 'e': 0.16381787279385768}",25,0,33.58131814153842,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
605,False,"{'a': 0.003, 'e': 0.1633271556192758}",20,5,26.180084400302267,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.003, 'e': 0.16283790839019696}",20,0,17.001028779917494,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
607,False,"{'a': 0.003, 'e': 0.16235012670339277}",30,15,13.483699488202628,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
608,False,"{'a': 0.003, 'e': 0.16186380616882481}",30,7,27.358653782674384,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
609,False,"{'a': 0.003, 'e': 0.16137894240960493}",20,3,26.902995316213286,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.003, 'e': 0.16089553106195606}",20,4,-8.160004300198658,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
611,False,"{'a': 0.003, 'e': 0.16041356777517274}",20,3,2.538094668052234,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
612,False,"{'a': 0.003, 'e': 0.15993304821158225}",20,12,12.249370673508746,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.003, 'e': 0.15945396804650516}",20,0,-27.115488511289538,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
614,False,"{'a': 0.003, 'e': 0.15897632296821687}",25,15,5.1583905614099255,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
615,False,"{'a': 0.003, 'e': 0.1585001086779083}",25,13,-4.208592464609552,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
616,False,"{'a': 0.003, 'e': 0.1580253208896478}",20,7,8.921407721490256,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
617,False,"{'a': 0.003, 'e': 0.15755195533034191}",35,14,21.720571049124523,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.003, 'e': 0.1570800077396975}",25,10,26.261820315182,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.003, 'e': 0.156609473870183}",25,13,24.610212738847068,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.003, 'e': 0.15614034948699052}",30,16,22.25233694723184,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.003, 'e': 0.1556726303679973}",20,0,-12.961770374365713,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
622,False,"{'a': 0.003, 'e': 0.15520631230372822}",30,15,-15.252181384510958,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
623,False,"{'a': 0.003, 'e': 0.1547413910973175}",25,4,-8.387818524204592,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
624,False,"{'a': 0.003, 'e': 0.15427786256447115}",25,0,5.794135147099067,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
625,False,"{'a': 0.003, 'e': 0.15381572253342926}",25,10,9.970065282518851,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
626,False,"{'a': 0.003, 'e': 0.15335496684492847}",25,18,11.939357611253207,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.003, 'e': 0.15289559135216438}",35,12,36.44773893897584,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.003, 'e': 0.15243759192075454}",25,1,34.98363599199993,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.003, 'e': 0.1519809644287009}",25,10,-17.954399853113454,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
630,False,"{'a': 0.003, 'e': 0.15152570476635302}",25,13,9.750047111897015,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
631,False,"{'a': 0.003, 'e': 0.15107180883637084}",25,11,-1.0021158251871565,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
632,False,"{'a': 0.003, 'e': 0.15061927255368793}",25,0,-6.505740381627983,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
633,False,"{'a': 0.003, 'e': 0.15016809184547464}",25,15,13.324852298213559,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.003, 'e': 0.14971826265110164}",30,16,25.111037348909967,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.003, 'e': 0.14926978092210305}",25,11,13.511014500303851,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
636,False,"{'a': 0.003, 'e': 0.14882264262214037}",20,7,-6.662054001942838,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
637,False,"{'a': 0.003, 'e': 0.14837684372696583}",30,13,20.760886463548747,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
638,False,"{'a': 0.003, 'e': 0.1479323802243864}",20,11,-22.78907612014162,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
639,False,"{'a': 0.003, 'e': 0.14748924811422748}",20,14,10.630961393031143,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.003, 'e': 0.1470474434082972}",20,12,16.007299523377107,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.003, 'e': 0.14660696213035015}",20,8,7.4305575391323835,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
642,False,"{'a': 0.003, 'e': 0.14616780031605184}",25,0,-25.853480610968433,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
643,False,"{'a': 0.003, 'e': 0.14572995401294303}",20,5,10.067309434981432,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
644,False,"{'a': 0.003, 'e': 0.145293419280404}",20,2,28.473511440615923,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.003, 'e': 0.14485819218961926}",35,9,1.0152411758248523,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1
646,False,"{'a': 0.003, 'e': 0.14442426882354198}",20,0,31.392610200323112,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
647,False,"{'a': 0.003, 'e': 0.143991645276859}",25,17,13.777061489445922,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.003, 'e': 0.14356031765595542}",20,12,3.419117543067096,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
649,False,"{'a': 0.003, 'e': 0.14313028207887982}",35,18,-80.47188277898667,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 2}",1
650,False,"{'a': 0.003, 'e': 0.14270153467530902}",20,14,9.036543240549715,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.003, 'e': 0.1422740715865136}",20,10,15.530951361318778,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.003, 'e': 0.14184788896532272}",25,17,-4.70808564426139,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
653,False,"{'a': 0.003, 'e': 0.14142298297609007}",25,0,25.484040424614587,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
654,False,"{'a': 0.003, 'e': 0.14099934979465875}",25,13,8.751509163828668,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
655,False,"{'a': 0.003, 'e': 0.1405769856083274}",20,4,19.641727941440568,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.003, 'e': 0.14015588661581535}",25,2,18.288655292600403,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
657,False,"{'a': 0.003, 'e': 0.13973604902722894}",20,0,-10.306464929501132,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
658,False,"{'a': 0.003, 'e': 0.13931746906402698}",25,1,-25.007513382416853,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 1}",1
659,False,"{'a': 0.003, 'e': 0.138900142958987}",25,17,-13.65469138053861,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
660,False,"{'a': 0.003, 'e': 0.13848406695617121}",25,11,-21.097159120605728,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
661,False,"{'a': 0.003, 'e': 0.13806923731089282}",25,15,15.87030089900445,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.003, 'e': 0.13765565028968216}",20,0,27.249232556028566,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
663,False,"{'a': 0.003, 'e': 0.13724330217025332}",30,17,-20.312397255919556,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
664,False,"{'a': 0.003, 'e': 0.13683218924147036}",30,0,7.643278131123514,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
665,False,"{'a': 0.003, 'e': 0.13642230780331424}",20,4,26.177115847537223,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.003, 'e': 0.13601365416684916}",30,8,24.00901962949483,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.003, 'e': 0.1356062246541897}",25,0,19.597507713180576,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
668,False,"{'a': 0.003, 'e': 0.13520001559846748}",25,20,8.86083221535498,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.003, 'e': 0.1347950233437982}",20,11,18.334602558344393,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.003, 'e': 0.1343912442452489}",25,14,4.546452155672576,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
671,False,"{'a': 0.003, 'e': 0.13398867466880493}",25,16,16.738731354982985,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.003, 'e': 0.13358731099133747}",20,7,26.69848829331756,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.003, 'e': 0.1331871496005706}",25,13,24.78241862483381,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.003, 'e': 0.13278818689504915}",25,19,12.541803395395831,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.003, 'e': 0.13239041928410605}",25,0,-43.58286525727879,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
676,False,"{'a': 0.003, 'e': 0.13199384318783022}",25,15,18.7732258815937,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.003, 'e': 0.131598455037034}",20,3,27.534468422059838,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.003, 'e': 0.13120425127322136}",20,12,15.58319720970451,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.003, 'e': 0.13081122834855582}",25,7,27.016385334369552,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.003, 'e': 0.13041938272582848}",20,3,29.676483989818028,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.003, 'e': 0.1300287108784259}",25,4,8.409999527923222,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
682,False,"{'a': 0.003, 'e': 0.12963920929029896}",20,8,10.583476147183044,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
683,False,"{'a': 0.003, 'e': 0.12925087445593067}",25,2,31.166707810957597,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.003, 'e': 0.12886370288030502}",20,16,8.6951603184389,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.003, 'e': 0.12847769107887502}",25,8,20.689296402719272,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.003, 'e': 0.12809283557753198}",25,15,18.01451105267062,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.003, 'e': 0.12770913291257383}",25,0,13.697593009143977,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
688,False,"{'a': 0.003, 'e': 0.12732657963067387}",25,11,-22.02148238022517,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
689,False,"{'a': 0.003, 'e': 0.12694517228885002}",30,19,18.937433098397534,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.003, 'e': 0.12656490745443366}",25,11,-5.849323521139752,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
691,False,"{'a': 0.003, 'e': 0.12618578170503877}",20,12,15.11223820936483,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.003, 'e': 0.12580779162853092}",25,6,-6.048252724753213,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
693,False,"{'a': 0.003, 'e': 0.12543093382299692}",25,0,27.0000579006825,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
694,False,"{'a': 0.003, 'e': 0.12505520489671398}",30,0,29.344329808237095,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
695,False,"{'a': 0.003, 'e': 0.12468060146811931}",20,6,25.74180679016671,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.003, 'e': 0.12430712016577938}",20,14,9.85632313923576,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.003, 'e': 0.12393475762836002}",20,11,-36.35160673804786,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
698,False,"{'a': 0.003, 'e': 0.12356351050459588}",20,5,16.556441203948943,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.003, 'e': 0.12319337545326038}",30,7,-15.172794375687982,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
700,False,"{'a': 0.003, 'e': 0.12282434914313546}",25,12,6.74087977091725,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
701,False,"{'a': 0.003, 'e': 0.1224564282529819}",30,8,-20.888013638974044,"{0: 19, 1: 0, 2: 1, 3: 2, 4: 0}",1
702,False,"{'a': 0.003, 'e': 0.1220896094715092}",25,17,16.77429348896739,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.003, 'e': 0.12172388949734589}",30,19,24.558162953637712,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.003, 'e': 0.12135926503900965}",25,5,34.82381134406603,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.003, 'e': 0.12099573281487792}",25,11,25.14240813834934,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.003, 'e': 0.12063328955315826}",20,8,11.837227590637411,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
707,False,"{'a': 0.003, 'e': 0.12027193199185891}",20,16,8.251172390091313,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.003, 'e': 0.11991165687875927}",30,15,25.583827363264508,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.003, 'e': 0.11955246097138093}",25,12,11.727675020074528,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
710,False,"{'a': 0.003, 'e': 0.11919434103695832}",20,14,11.660530753810159,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.003, 'e': 0.11883729385240965}",20,0,27.525590040027513,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
712,False,"{'a': 0.003, 'e': 0.11848131620430775}",25,0,-58.96242517182388,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
713,False,"{'a': 0.003, 'e': 0.11812640488885146}",20,4,-28.914176901491903,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
714,False,"{'a': 0.003, 'e': 0.1177725567118365}",25,11,3.6139539931696074,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
715,False,"{'a': 0.003, 'e': 0.11741976848862698}",20,10,10.64305481042082,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
716,False,"{'a': 0.003, 'e': 0.11706803704412637}",20,2,33.50733942504884,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.003, 'e': 0.11671735921274938}",20,0,-46.11303612961132,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
718,False,"{'a': 0.003, 'e': 0.11636773183839315}",30,10,25.06167542355973,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
719,False,"{'a': 0.003, 'e': 0.116019151774409}",20,9,4.041549615056107,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
720,False,"{'a': 0.003, 'e': 0.11567161588357389}",20,0,31.352869919637982,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
721,False,"{'a': 0.003, 'e': 0.11532512103806251}",25,0,22.49634305582418,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
722,False,"{'a': 0.003, 'e': 0.11497966411941893}",20,10,7.211389957091622,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
723,False,"{'a': 0.003, 'e': 0.11463524201852858}",25,13,10.163078717575774,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
724,False,"{'a': 0.003, 'e': 0.11429185163559014}",25,5,33.416286720013105,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.003, 'e': 0.11394948988008788}",25,9,3.0879512778448452,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
726,False,"{'a': 0.003, 'e': 0.11360815367076371}",25,3,19.451536951544362,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
727,False,"{'a': 0.003, 'e': 0.11326783993558948}",25,0,25.19025640675511,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
728,False,"{'a': 0.003, 'e': 0.11292854561173918}",25,3,22.2735463847357,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
729,False,"{'a': 0.003, 'e': 0.11259026764556165}",30,13,-7.975441232570224,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
730,False,"{'a': 0.003, 'e': 0.11225300299255297}",20,3,15.81586820041048,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
731,False,"{'a': 0.003, 'e': 0.11191674861732888}",25,7,-13.932175831434302,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
732,False,"{'a': 0.003, 'e': 0.11158150149359779}",25,0,-4.5461943917197365,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
733,False,"{'a': 0.003, 'e': 0.1112472586041333}",20,5,27.419521626531488,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.003, 'e': 0.11091401694074722}",20,6,14.100668758371619,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
735,False,"{'a': 0.003, 'e': 0.11058177350426224}",30,0,35.49892630727795,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
736,False,"{'a': 0.003, 'e': 0.11025052530448522}",20,12,13.657979025937486,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
